-49.687016,206.753006,0.397
-49.692360,206.753006,0.376
-49.697422,206.753006,0.357
-49.702232,206.753006,0.338
-49.706779,206.753006,0.321
-49.711098,206.753006,0.304
-49.715195,206.753006,0.288
-49.719082,206.753006,0.273
-49.722763,206.753006,0.259
-49.726261,206.753006,0.247
-49.726158,206.753006,0.002
-49.726143,206.753006,0.000
-49.726166,206.753006,0.001
-49.726192,206.753006,0.001
-49.726223,206.753006,0.001
-49.726242,206.753006,0.001
-49.726311,206.753006,0.100
-49.725567,206.753006,0.152
-49.725582,206.753006,0.098
-49.724888,206.753006,0.146
-49.725060,206.753006,0.112
-49.724663,206.753006,0.120
-49.725277,206.753006,0.148
-49.725533,206.753006,0.065
-49.727062,206.753006,0.220
-49.729660,206.752747,0.311
-49.733818,206.753098,0.281
-49.737560,206.753296,0.269
-49.741245,206.754105,0.299
-49.748348,206.756088,0.816
-49.763252,206.760818,1.323
-49.785217,206.768784,1.700
-49.813538,206.780777,2.340
-49.848740,206.796997,2.777
-49.888340,206.817062,3.132
-49.933578,206.842224,3.667
-49.986504,206.874466,4.310
-50.048389,206.914703,5.053
-50.120014,206.964035,5.826
-50.202118,207.023087,6.664
-50.295345,207.092377,7.466
-50.399094,207.170868,8.184
-50.512905,207.257797,8.826
-50.636787,207.352448,9.425
-50.771240,207.454376,10.001
-50.917095,207.563095,10.568
-51.076496,207.674240,11.183
-51.251572,207.783310,11.818
-51.443462,207.887222,12.467
-51.652817,207.983261,13.123
-51.879868,208.068436,13.785
-52.124432,208.139755,14.448
-52.385887,208.193985,15.110
-52.663116,208.227859,15.767
-52.954487,208.238052,16.418
-53.257748,208.221252,17.058
-53.569988,208.174316,17.683
-53.887627,208.094360,18.288
-54.206440,207.978851,18.870
-54.521549,207.825851,19.426
-54.827545,207.634018,19.954
-55.118523,207.402878,20.452
-55.388222,207.132919,20.916
-55.630196,206.825607,21.346
-55.837917,206.483582,21.740
-56.005089,206.110657,22.096
-56.125797,205.711960,22.413
-56.194767,205.293701,22.690
-56.207638,204.863312,22.928
-56.161167,204.429123,23.125
-56.051151,204.009644,22.721
-55.881786,203.636841,21.486
-55.672676,203.333527,19.600
-55.451984,203.112183,16.951
-55.243397,202.971878,14.357
-55.051456,202.903107,12.738
-54.873890,202.897583,12.363
-54.705124,202.945084,12.973
-54.539280,203.021271,13.444
-54.375675,203.109467,13.570
-54.214809,203.201340,13.357
-54.058609,203.292618,12.952
-53.908195,203.381409,12.449
-53.764046,203.466797,11.903
-53.626362,203.548386,11.344
-53.512939,203.615601,8.379
-53.435581,203.661804,5.527
-53.391109,203.689423,2.935
-53.369774,203.702621,1.565
-53.353584,203.712555,1.184
-53.340252,203.720200,0.914
-53.329803,203.726593,0.702
-53.321499,203.731247,0.531
-53.315414,203.735062,0.392
-53.310818,203.737503,0.274
-53.307899,203.739441,0.173
-53.306053,203.740295,0.080
-53.305634,203.740753,0.015
-53.308270,203.739227,0.492
-53.320732,203.732224,1.305
-53.339455,203.721329,1.613
-53.363117,203.707581,2.238
-53.394272,203.689331,2.769
-53.430183,203.668533,3.129
-53.470715,203.644760,3.584
-53.518238,203.617203,4.213
-53.574181,203.584442,4.957
-53.639793,203.546280,5.776
-53.715641,203.501984,6.663
-53.803333,203.450912,7.696
-53.902584,203.393066,8.600
-54.011772,203.329391,9.409
-54.130226,203.260345,10.177
-54.257721,203.186005,10.932
-54.394283,203.106369,11.692
-54.540062,203.021317,12.462
-54.695160,202.930893,13.241
-54.859688,202.834976,14.029
-55.033741,202.733490,14.825
-55.217407,202.626404,15.630
-55.410801,202.513626,16.443
-55.614010,202.395126,17.264
-55.827145,202.270874,18.094
-56.050320,202.140762,18.937
-56.278908,202.007477,18.693
-56.507893,201.873962,19.415
-56.737186,201.740265,19.564
-56.987278,201.594452,21.571
-57.256439,201.437515,22.866
-57.543472,201.270172,24.497
-57.845451,201.094086,25.556
-58.162323,200.909302,26.933
-58.492210,200.716919,27.870
-58.831608,200.510849,29.063
-59.174431,200.285019,29.884
-59.517448,200.035477,30.893
-59.870598,199.778793,31.749
-60.241928,199.525208,32.792
-60.626324,199.267929,33.661
-61.022522,199.004562,34.648
-61.429569,198.734634,35.521
-61.847404,198.457855,36.463
-62.267899,198.179352,36.315
-62.688137,197.901047,36.371
-63.111946,197.611435,37.593
-63.544109,197.296295,38.985
-63.977280,196.953110,40.150
-64.405106,196.579697,41.142
-64.839127,196.192169,42.232
-65.293343,195.807236,43.259
-65.761063,195.417374,44.225
-66.239334,195.019989,45.141
-66.726860,194.614410,46.017
-67.217957,194.194992,46.835
-67.705307,193.754883,47.579
-68.183182,193.290085,48.243
-68.646057,192.797882,48.820
-69.108032,192.291885,49.613
-69.585999,191.786438,50.410
-70.073265,191.274796,51.193
-70.567169,190.754486,51.965
-71.066833,190.224915,52.730
-71.566307,189.681152,53.454
-72.057564,189.117188,54.119
-72.534378,188.529526,54.711
-73.008842,187.931564,54.981
-73.488029,187.338470,54.937
-73.968201,186.744110,55.387
-74.456223,186.136963,56.499
-74.951515,185.516907,57.489
-75.446838,184.880890,58.349
-75.932922,184.224518,59.080
-76.402573,183.545181,59.685
-76.869804,182.852966,60.424
-77.347183,182.155823,61.129
-77.829376,181.450394,61.805
-78.314491,180.735779,62.459
-78.795448,180.008026,63.058
-79.262993,179.262497,63.586
-79.709999,178.496674,64.030
-80.151215,177.718781,64.655
-80.599960,176.935349,65.274
-81.050972,176.143295,65.880
-81.502541,175.341873,66.481
-81.947472,174.527710,67.035
-82.376274,173.696960,67.522
-82.781677,172.847763,67.928
-83.156914,171.979553,68.233
-83.518242,171.098816,68.822
-83.885757,170.211624,69.422
-84.252075,169.315048,70.003
-84.614510,168.408066,70.576
-84.965378,167.488586,71.089
-85.294998,166.554504,71.531
-85.596146,165.605301,71.888
-85.884247,164.644943,72.477
-86.173637,163.676178,73.064
-86.459335,162.697784,73.640
-86.740021,161.709518,74.213
-87.015625,160.711441,74.788
-87.286644,159.703766,75.366
-87.546097,158.687317,75.541
-87.782951,157.667542,75.361
-87.990097,156.643219,75.431
-88.161880,155.605804,75.917
-88.315796,154.557114,76.627
-88.472191,153.499298,77.280
-88.623291,152.432159,77.861
-88.766151,151.356064,78.399
-88.899994,150.271439,78.911
-89.024994,149.178635,79.408
-89.141830,148.077988,79.897
-89.244118,146.969666,80.327
-89.322411,145.854202,80.685
-89.369514,144.732895,80.952
-89.401215,143.605713,81.427
-89.431862,142.471802,81.894
-89.456291,141.331238,82.349
-89.472923,140.184128,82.799
-89.480614,139.030365,83.240
-89.478889,137.869598,83.684
-89.471962,136.702820,84.134
-89.458801,135.531174,84.589
-89.440918,134.353424,85.045
-89.422844,133.167938,85.480
-89.401009,131.975739,85.930
-89.375511,130.778473,86.380
-89.346634,129.576263,86.839
-89.314384,128.367661,87.295
-89.279854,127.152412,87.750
