-53.364025,206.753372,1.764
-53.364025,206.753372,3.528
-53.364025,206.753372,5.292
-53.364025,206.753372,7.056
-53.364025,206.753372,8.820
-53.364025,206.753372,10.584
-53.364025,206.753372,12.348
-53.364025,206.753372,14.112
-53.363865,206.753387,12.208
-53.363644,206.753372,0.180
-53.362923,206.753220,0.865
-53.362701,206.753159,1.075
-53.362759,206.753082,1.031
-53.362923,206.753036,0.867
-53.363098,206.752991,0.667
-53.363258,206.752991,0.477
-53.363380,206.752960,0.318
-53.363468,206.753006,0.196
-53.363537,206.752991,0.109
-53.363575,206.753006,0.052
-53.363605,206.753021,0.016
-53.363628,206.752991,0.004
-53.363640,206.752960,0.012
-53.363640,206.752960,0.000
-53.363651,206.752945,0.009
-53.346889,206.752670,2.213
-53.308880,206.751114,2.756
-53.290668,206.749573,0.117
-53.288345,206.750076,0.667
-53.284870,206.750961,0.021
-53.281242,206.751160,0.365
-53.276474,206.750809,0.324
-53.272266,206.751373,0.291
-53.268272,206.751053,0.298
-53.264225,206.751587,0.314
-53.252155,206.752350,1.240
-53.249912,206.753754,0.025
-53.247608,206.753250,0.512
-53.246162,206.753479,0.009
-53.243267,206.753616,0.248
-53.239906,206.753143,0.234
-53.236767,206.753662,0.221
-53.233753,206.753174,0.218
-53.230022,206.753204,0.428
-53.216484,206.753357,1.248
-53.213894,206.755585,0.017
-53.212536,206.755615,0.430
-53.205753,206.755890,0.453
-53.199879,206.755386,0.404
-53.194679,206.755905,0.361
-53.190010,206.755432,0.328
-53.185246,206.755890,0.416
-53.172302,206.755371,1.196
-53.168030,206.754608,0.016
-53.165661,206.754578,0.580
-53.163971,206.754105,0.006
-53.160706,206.753448,0.410
-53.155254,206.753937,0.362
-53.150551,206.753418,0.321
-53.146358,206.753937,0.291
-53.142502,206.753448,0.277
-53.138786,206.754028,0.266
-53.132851,206.753860,0.682
-53.116009,206.753510,1.440
-53.112206,206.753891,0.018
-53.110847,206.753967,0.450
-53.102619,206.753220,0.552
-53.095501,206.753754,0.483
-53.089279,206.753235,0.431
-53.083611,206.753723,0.400
-53.078255,206.753326,0.411
-53.067127,206.753433,1.118
-53.062077,206.753922,0.014
-53.059715,206.754272,0.510
-53.058170,206.754501,0.005
-53.052193,206.754593,0.559
-53.050568,206.754333,0.007
-53.048702,206.754120,0.202
-53.045956,206.753632,0.188
-53.043373,206.754135,0.180
-53.040867,206.753647,0.179
-53.038319,206.754181,0.185
-53.034851,206.753860,0.372
-53.021557,206.754272,1.361
-53.017689,206.753723,0.015
-53.016640,206.754227,0.296
-53.012775,206.753738,0.267
-53.009201,206.754272,0.249
-53.005829,206.753738,0.239
-53.001804,206.753983,0.375
-52.989079,206.753479,1.159
-52.987564,206.753769,0.011
-52.985420,206.753738,0.522
-52.983952,206.754135,0.004
-52.981247,206.753708,0.222
-52.978230,206.754196,0.207
-52.975391,206.753647,0.198
-52.972645,206.754135,0.197
-52.969837,206.753586,0.205
-52.961487,206.754028,0.929
-52.959999,206.754044,0.008
-52.957455,206.754501,0.540
-52.955963,206.754669,0.005
-52.952187,206.754456,0.460
-52.950829,206.754181,0.005
-52.948956,206.753693,0.136
-52.947033,206.754211,0.138
-52.945072,206.753738,0.142
-52.943008,206.754272,0.151
-52.940739,206.753784,0.171
-52.934963,206.753723,0.717
-52.933540,206.753815,0.006
-52.927010,206.753403,0.681
-52.925602,206.753540,0.009
-52.924706,206.753571,0.324
-52.920841,206.753159,0.261
-52.917366,206.753693,0.241
-52.914139,206.753174,0.229
-52.911022,206.753723,0.224
-52.906330,206.753632,0.533
-52.892033,206.753571,1.129
-52.890690,206.753326,0.013
-52.888767,206.753387,0.282
-52.885014,206.753891,0.261
-52.881519,206.753387,0.245
-52.878197,206.753845,0.236
-52.873070,206.753677,0.594
-52.857182,206.753815,1.345
-52.853924,206.754288,0.016
-52.853077,206.753723,0.265
-52.849606,206.754242,0.242
-52.846325,206.753738,0.230
-52.843151,206.754242,0.224
-52.836384,206.754333,0.791
-52.833965,206.752411,0.008
-52.829262,206.752213,0.731
-52.827980,206.752655,0.007
-52.827034,206.752579,0.331
-52.820568,206.752808,0.422
-52.815090,206.753311,0.374
-52.810196,206.752762,0.344
-52.805637,206.753250,0.326
-52.800549,206.753052,0.471
-52.786518,206.753021,1.289
-52.782951,206.752060,0.016
-52.781067,206.751801,0.462
-52.772629,206.751999,0.561
-52.765362,206.751541,0.495
-52.759010,206.752075,0.440
-52.753376,206.751556,0.392
-52.747643,206.751877,0.472
-52.734062,206.751389,1.241
-52.729824,206.750748,0.015
-52.727654,206.750412,0.494
-52.726215,206.750046,0.004
-52.724060,206.749924,0.183
-52.721478,206.750427,0.178
-52.718960,206.749969,0.176
-52.716431,206.750504,0.182
-52.713074,206.750534,0.395
-52.699799,206.750519,1.227
-52.697289,206.748352,0.013
-52.695881,206.748260,0.438
-52.687798,206.748428,0.537
-52.680901,206.748947,0.471
-52.674831,206.748428,0.423
-52.669273,206.748932,0.394
-52.663803,206.748642,0.457
-52.650543,206.748749,1.241
-52.647945,206.746536,0.014
-52.645912,206.745987,0.440
-52.640129,206.746521,0.390
-52.635033,206.746033,0.349
-52.630508,206.746613,0.316
-52.626263,206.746048,0.301
-52.617474,206.746399,0.944
