6.100000,182.949997,1.764
6.100000,182.949997,3.528
6.100000,182.949997,5.292
6.100000,182.949997,7.056
6.100000,182.949997,8.820
6.100000,182.949997,10.584
6.100000,182.949997,12.348
6.100000,182.949997,14.112
6.099991,182.949829,12.208
6.099985,182.949615,0.180
6.099771,182.948898,0.865
6.099686,182.948700,1.075
6.099613,182.948730,1.031
6.099575,182.948898,0.867
6.099563,182.949066,0.667
6.099565,182.949203,0.477
6.099218,182.943878,1.240
6.098421,182.905609,3.455
6.101014,182.844116,4.823
6.099205,182.768860,5.681
6.100063,182.688354,5.899
6.098355,182.604752,6.183
6.088714,182.517075,6.505
6.074570,182.424530,6.889
6.066002,182.326004,7.302
6.067450,182.221451,7.706
6.080005,182.111328,8.112
6.092647,181.995102,8.579
6.094635,181.872025,9.054
6.085131,181.742813,9.475
6.062497,181.609039,9.835
6.033722,181.470688,10.233
6.011127,181.326462,10.631
6.001873,181.176193,10.994
6.006599,181.020508,11.334
6.012655,180.859634,11.742
6.006259,180.693604,12.116
5.985428,180.523193,12.462
5.960307,180.347763,12.882
5.945702,180.166092,13.275
5.945987,179.978561,13.634
5.950263,179.785507,14.056
5.942457,179.587280,14.435
5.921109,179.384491,14.815
5.904183,179.175995,15.214
5.901793,178.961655,15.567
5.904517,178.741852,15.977
5.910935,178.516571,16.362
5.910823,178.286179,16.738
5.898387,178.050919,17.111
5.880027,177.810577,17.497
5.869867,177.564819,17.857
5.872029,177.313644,18.223
5.867075,177.057587,18.598
5.853566,176.798355,18.688
5.846063,176.540161,18.585
5.847094,176.282455,18.573
5.852890,176.024597,18.590
5.855328,175.765762,18.675
5.844141,175.506287,18.693
5.832887,175.247253,18.670
5.816402,174.986542,19.203
5.801253,174.704453,20.899
5.799754,174.401291,22.235
5.805943,174.081467,23.392
5.810641,173.747910,24.347
5.803632,173.403442,25.098
5.787528,173.049408,25.786
5.776360,172.686722,26.379
5.773283,172.316315,26.897
5.780041,171.939087,27.364
5.791715,171.555588,27.809
5.795620,171.166290,28.211
5.792486,170.771194,28.624
5.785604,170.370605,29.016
5.772643,169.964645,29.400
5.753556,169.553528,29.780
5.742604,169.137512,30.077
5.744077,168.719025,30.141
5.748257,168.302689,29.886
5.749144,167.891708,29.466
5.745742,167.486694,29.046
5.738240,167.086578,28.739
5.723749,166.689209,28.592
5.717484,166.292511,28.561
5.720711,165.895004,28.641
5.725217,165.495529,28.809
5.725345,165.093170,29.044
5.719747,164.687164,29.323
5.706613,164.277206,29.628
5.702009,163.863358,29.867
5.708220,163.447784,29.920
5.709032,163.033707,29.745
5.703750,162.623322,29.459
5.698905,162.217072,29.177
5.692362,161.813446,29.004
5.681321,161.410767,28.978
5.675852,161.008423,29.039
5.683348,160.603577,29.168
5.684973,160.196091,29.434
5.679447,159.785004,29.673
5.673964,159.371643,29.804
5.668417,158.958511,29.749
5.666306,158.546844,29.535
5.672168,158.138840,29.322
5.671131,157.733032,29.170
5.659747,157.328552,29.124
5.646324,156.923431,29.210
5.638074,156.516296,29.376
5.634590,156.106369,29.577
5.636962,155.693939,29.726
5.644513,155.280746,29.733
5.644143,154.869064,29.583
5.631697,154.460129,29.394
5.625258,154.053528,29.245
5.623863,153.647842,29.214
5.623621,153.241501,29.289
5.625422,152.833298,29.446
5.632801,152.422546,29.629
5.631141,152.010025,29.715
5.619587,151.696594,8.512
5.620555,151.773056,5.803
5.627252,151.832947,3.708
5.631840,151.863022,1.081
5.629569,151.855804,1.814
5.623067,151.832108,1.974
5.617864,151.809006,1.966
5.613950,151.772324,3.829
5.614100,151.703842,5.662
5.617963,151.664444,0.155
5.617316,151.660065,0.105
5.615722,151.656891,0.085
5.615420,151.654449,0.068
5.616421,151.652679,0.060
5.617961,151.651459,0.092
5.618489,151.652222,0.049
5.618617,151.654160,0.040
5.618663,151.656525,0.045
5.618583,151.658615,0.042
5.618174,151.660324,0.043
5.617442,151.661621,0.070
5.616465,151.662613,0.061
5.616305,151.663269,0.045
5.616405,151.663666,0.020
5.616554,151.663864,0.035
5.616785,151.664078,0.037
5.617030,151.664139,0.019
5.617299,151.664108,0.024
5.617578,151.664001,0.036
5.617593,151.663895,0.020
5.617416,151.663742,0.028
5.617707,151.663757,0.048
5.617661,151.663742,0.027
5.617443,151.663635,0.033
5.617180,151.663498,0.012
5.617161,151.663345,0.037
5.617275,151.663193,0.023
5.617431,151.663086,0.023
5.617605,151.663010,0.037
5.617703,151.663055,0.052
5.617790,151.663101,0.029
5.617598,151.663071,0.035
5.617343,151.662994,0.011
5.617328,151.662857,0.037
5.617452,151.662766,0.024
5.617614,151.662659,0.024
5.617502,151.662613,0.025
5.617307,151.662567,0.035
5.617472,151.662659,0.035
5.617334,151.662643,0.037
5.617369,151.662582,0.022
5.617531,151.662506,0.023
5.617418,151.662445,0.027
5.617520,151.662399,0.023
5.617418,151.662384,0.026
5.617522,151.662323,0.022
5.617607,151.662369,0.044
5.617514,151.662399,0.041
5.617256,151.662369,0.010
5.617245,151.662277,0.036
5.617368,151.662170,0.024
5.617534,151.662094,0.024
5.617422,151.662064,0.026
5.617523,151.662003,0.022
5.617523,151.662003,0.000
5.617469,151.662079,0.047
5.617509,151.662048,0.023
5.617372,151.661987,0.035
5.617416,151.661911,0.024
5.617582,151.661835,0.024
5.617474,151.661819,0.026
5.617574,151.661743,0.022
5.617478,151.661743,0.025
5.617751,151.661789,0.046
5.617688,151.661819,0.027
5.617486,151.661789,0.033
5.617534,151.661713,0.024
5.617403,151.661636,0.036
5.617445,151.661545,0.025
5.617615,151.661484,0.023
